date,cases_0_to_9,cases_10_to_19,cases_0_to_19,cases_20_to_29,cases_30_to_39,cases_40_to_49,cases_50_to_59,cases_60_to_69,cases_70_to_79,cases_80_and_over,cases_Not_available,cases_Total,new_cases_0_to_9,new_cases_10_to_19,new_cases_0_to_19,new_cases_20_to_29,new_cases_30_to_39,new_cases_40_to_49,new_cases_50_to_59,new_cases_60_to_69,new_cases_70_to_79,new_cases_80_and_over,new_cases_Not_available,new_cases_Total,new_cases_0_to_29,new_case_prcnt_0_to_29,new_cases_30_to_59,new_case_prcnt_30_to_59,new_cases_60_and_over,new_case_prcnt_60_and_over,hosp_0_to_9,hosp_10_to_19,hosp_0_to_19,hosp_20_to_29,hosp_30_to_39,hosp_40_to_49,hosp_50_to_59,hosp_60_to_69,hosp_70_to_79,hosp_80_and_over,hosp_Not_available,hosp_Total,death_0_to_9,death_10_to_19,death_0_to_19,death_20_to_29,death_30_to_39,death_40_to_49,death_50_to_59,death_60_to_69,death_70_to_79,death_80_and_over,death_Not_available,death_Total,p_hosp_0_to_9,p_hosp_10_to_19,p_hosp_0_to_19,p_hosp_20_to_29,p_hosp_30_to_39,p_hosp_40_to_49,p_hosp_50_to_59,p_hosp_60_to_69,p_hosp_70_to_79,p_hosp_80_and_over,p_hosp_Not_available,p_hosp_Total,p_death_0_to_9,p_death_10_to_19,p_death_0_to_19,p_death_20_to_29,p_death_30_to_39,p_death_40_to_49,p_death_50_to_59,p_death_60_to_69,p_death_70_to_79,p_death_80_and_over,p_death_Not_available,p_death_Total,cases_overall_prcnt_0_to_9,cases_overall_prcnt_10_to_19,cases_overall_prcnt_0_to_19,cases_overall_prcnt_20_to_29,cases_overall_prcnt_30_to_39,cases_overall_prcnt_40_to_49,cases_overall_prcnt_50_to_59,cases_overall_prcnt_60_to_69,cases_overall_prcnt_70_to_79,cases_overall_prcnt_80_and_over,cases_overall_prcnt_Not_available,cases_overall_prcnt_Total,hosp_overall_prcnt_0_to_9,hosp_overall_prcnt_10_to_19,hosp_overall_prcnt_0_to_19,hosp_overall_prcnt_20_to_29,hosp_overall_prcnt_30_to_39,hosp_overall_prcnt_40_to_49,hosp_overall_prcnt_50_to_59,hosp_overall_prcnt_60_to_69,hosp_overall_prcnt_70_to_79,hosp_overall_prcnt_80_and_over,hosp_overall_prcnt_Not_available,hosp_overall_prcnt_Total,death_overall_prcnt_0_to_9,death_overall_prcnt_10_to_19,death_overall_prcnt_0_to_19,death_overall_prcnt_20_to_29,death_overall_prcnt_30_to_39,death_overall_prcnt_40_to_49,death_overall_prcnt_50_to_59,death_overall_prcnt_60_to_69,death_overall_prcnt_70_to_79,death_overall_prcnt_80_and_over,death_overall_prcnt_Not_available,death_overall_prcnt_Total
2020_09_29,1562,3477,5039,7220,5893,5419,4212,2655,1625,1211,17,33291,13,32,45,71,62,53,28,17,14,6,1,297,116,39.05723905723906,143,48.148148148148145,37,12.457912457912458,27,32,59,173,206,298,415,500,502,403,2,2558,0,0,0,2,4,13,38,87,144,267,0,555,1.7285531370038414,0.9203336209375899,1.1708672355626117,2.3961218836565097,3.495672832173766,5.4991695884849605,9.852801519468187,18.832391713747647,30.892307692307693,33.278282411230386,11.76470588235294,7.683758373133879,0.0,0.0,0.0,0.02770083102493075,0.06787714237230613,0.23989665990035064,0.9021842355175688,3.2768361581920904,8.86153846153846,22.04789430222956,0.0,1.6671172388933946,4.691958787660329,10.444264215553753,15.136223003214083,21.687543179838396,17.701480880718513,16.277672644258207,12.652068126520682,7.975128413084618,4.881199122886065,3.6376197771169383,0.05106485236250038,100.0,1.055512118842846,1.2509773260359656,2.3064894448788116,6.763096168881939,8.053166536356528,11.64972634870993,16.223612197028928,19.546520719311964,19.62470680218921,15.754495699765442,0.07818608287724785,100.0,0.0,0.0,0.0,0.36036036036036034,0.7207207207207207,2.3423423423423424,6.846846846846847,15.675675675675675,25.945945945945947,48.108108108108105,0.0,100.0
2020_09_30,1569,3509,5078,7264,5931,5446,4244,2671,1638,1220,17,33509,7,32,39,44,38,27,32,16,13,9,0,218,83,38.07339449541284,97,44.4954128440367,38,17.431192660550458,27,33,60,178,209,303,425,507,507,408,1,2598,0,0,0,2,4,13,38,89,144,269,0,559,1.7208413001912046,0.9404388714733543,1.1815675462780622,2.450440528634361,3.5238576968470747,5.563716489166361,10.014137606032044,18.981654810932234,30.952380952380953,33.442622950819676,5.88235294117647,7.753140947208213,0.0,0.0,0.0,0.027533039647577095,0.06744225257123587,0.23870730811604846,0.8953817153628653,3.3320853612879073,8.791208791208792,22.049180327868854,0.0,1.6682085409889882,4.682324151720433,10.471813542630338,15.154137694350771,21.677758214211106,17.69972246262198,16.252350114894504,12.665254110835894,7.970992867587812,4.888238980572384,3.640812915933033,0.050732638992509474,100.0,1.0392609699769053,1.2702078521939955,2.3094688221709005,6.851424172440339,8.044649730561972,11.662817551963048,16.358737490377212,19.515011547344113,19.515011547344113,15.704387990762125,0.03849114703618168,100.0,0.0,0.0,0.0,0.35778175313059035,0.7155635062611807,2.3255813953488373,6.797853309481217,15.921288014311271,25.760286225402506,48.1216457960644,0.0,100.0
2020_10_01,1585,3536,5121,7346,6005,5487,4298,2701,1649,1238,17,33862,16,27,43,82,74,41,54,30,11,18,0,353,125,35.41076487252125,169,47.875354107648725,59,16.71388101983003,27,33,60,178,211,304,426,513,507,413,1,2613,0,0,0,2,4,14,38,89,144,269,0,560,1.7034700315457414,0.9332579185520362,1.1716461628588166,2.4230873945004086,3.5137385512073274,5.540368142883178,9.911586784550954,18.992965568308033,30.745906610066708,33.360258481421646,5.88235294117647,7.716614494123205,0.0,0.0,0.0,0.027225701061802342,0.0666111573688593,0.25514853289593586,0.8841321544904607,3.295075897815624,8.732565191024863,21.72859450726979,0.0,1.6537711889433582,4.680763097277183,10.442383793042348,15.123146890319532,21.69393420353198,17.73374283858012,16.204004488807513,12.692693875140275,7.976492823814305,4.869765518870711,3.6560155926997813,0.05020376823578052,100.0,1.0332950631458093,1.2629161882893227,2.296211251435132,6.812093379257559,8.07500956754688,11.634137007271336,16.303099885189436,19.63260619977038,19.402985074626866,15.805587447378493,0.038270187523918864,100.0,0.0,0.0,0.0,0.35714285714285715,0.7142857142857143,2.5,6.785714285714286,15.892857142857142,25.714285714285715,48.035714285714285,0.0,100.0
2020_10_02,1601,3574,5175,7414,6061,5535,4336,2719,1656,1245,22,34163,16,38,54,68,56,48,38,18,7,7,5,301,122,40.53156146179402,142,47.17607973421927,32,10.631229235880399,27,33,60,178,211,306,428,513,506,414,2,2618,0,0,0,2,4,14,38,89,144,272,0,563,1.6864459712679576,0.923335198656967,1.1594202898550725,2.4008632317237657,3.4812737172083814,5.528455284552845,9.870848708487085,18.867230599485104,30.555555555555557,33.25301204819277,9.090909090909092,7.663261423177121,0.0,0.0,0.0,0.02697599136768276,0.06599571027883187,0.2529358626919602,0.8763837638376383,3.273262228760574,8.695652173913043,21.847389558232933,0.0,1.6479817346251793,4.68635658460908,10.461610514299096,15.147967098908175,21.701841173199075,17.741416151977287,16.20173872318005,12.69209378567456,7.958902906653397,4.847349471650616,3.644293533940228,0.06439715481661447,100.0,1.0313216195569137,1.2605042016806722,2.291825821237586,6.799083269671505,8.059587471352177,11.688311688311689,16.348357524828113,19.59511077158136,19.327731092436974,15.813598166539343,0.07639419404125286,100.0,0.0,0.0,0.0,0.3552397868561279,0.7104795737122558,2.4866785079928952,6.74955595026643,15.808170515097691,25.57726465364121,48.31261101243339,0.0,100.0
2020_10_05,1635,3687,5322,7596,6228,5675,4459,2785,1693,1264,27,35049,34,113,147,182,167,140,123,66,37,19,5,886,329,37.13318284424379,430,48.53273137697517,122,13.769751693002258,28,32,60,181,214,309,435,520,517,419,2,2657,0,0,0,2,4,14,38,90,145,279,0,572,1.7125382262996942,0.8679142934635206,1.1273957158962795,2.3828330700368614,3.4360950545921645,5.444933920704846,9.755550571877103,18.67145421903052,30.537507383343176,33.14873417721519,7.4074074074074066,7.580815429826814,0.0,0.0,0.0,0.02632964718272775,0.06422607578676942,0.24669603524229075,0.8522090154743216,3.231597845601436,8.564678086237448,22.072784810126585,0.0,1.6320009130075037,4.664897714628092,10.519558332620047,15.184456047248139,21.67251562098776,17.769408542326456,16.191617449855915,12.722188935490314,7.946018431338983,4.830380324688294,3.6063796399326655,0.07703500813147308,100.0,1.0538200978547234,1.204365826119684,2.2581859239744073,6.812194203989462,8.054196462175385,11.629657508468197,16.37184794881445,19.570944674444863,19.45803537824614,15.76966503575461,0.07527286413248024,100.0,0.0,0.0,0.0,0.34965034965034963,0.6993006993006993,2.4475524475524475,6.643356643356643,15.734265734265735,25.34965034965035,48.77622377622377,0.0,100.0
2020_10_06,1651,3723,5374,7667,6272,5719,4490,2807,1708,1274,29,35340,16,36,52,71,44,44,31,22,15,10,2,291,123,42.2680412371134,119,40.893470790378004,47,16.151202749140893,28,32,60,181,213,312,439,524,525,424,2,2680,0,0,0,2,4,14,38,92,147,284,0,581,1.6959418534221684,0.8595218909481601,1.1164867882396725,2.3607669231772532,3.396045918367347,5.455499213149152,9.77728285077951,18.667616672604204,30.737704918032787,33.28100470957614,6.896551724137931,7.583474816072439,0.0,0.0,0.0,0.026085822355549758,0.06377551020408163,0.24479804161566704,0.8463251670378619,3.2775204845030284,8.60655737704918,22.29199372056515,0.0,1.644029428409734,4.6717600452744765,10.534804753820033,15.20656479909451,21.69496321448783,17.7475947934352,16.182795698924732,12.705149971703452,7.942840973401245,4.8330503678551215,3.6049801924165252,0.08205998868138087,100.0,1.044776119402985,1.1940298507462686,2.2388059701492535,6.753731343283582,7.947761194029851,11.64179104477612,16.380597014925375,19.55223880597015,19.58955223880597,15.82089552238806,0.07462686567164178,100.0,0.0,0.0,0.0,0.3442340791738382,0.6884681583476764,2.4096385542168677,6.540447504302926,15.834767641996558,25.301204819277107,48.88123924268503,0.0,100.0
2020_10_07,1673,3760,5433,7740,6329,5754,4514,2825,1721,1287,31,35634,22,37,59,73,57,35,24,18,13,13,2,294,132,44.89795918367347,116,39.45578231292517,44,14.965986394557824,28,33,61,182,217,315,442,528,529,429,2,2705,0,0,0,2,4,14,38,93,147,285,0,583,1.6736401673640167,0.8776595744680852,1.1227682679919013,2.351421188630491,3.4286617159108865,5.474452554744526,9.791758972086841,18.690265486725664,30.73794305636258,33.33333333333333,6.451612903225806,7.591064713475894,0.0,0.0,0.0,0.025839793281653745,0.06320113762047717,0.24330900243309003,0.8418254319893663,3.2920353982300887,8.541545613015689,22.144522144522146,0.0,1.6360779031262276,4.694954257170118,10.551720267160578,15.246674524330695,21.720828422293316,17.76112701352641,16.14749957905371,12.667676937756076,7.927821743278891,4.829657069091318,3.6117191446371444,0.08699556603244092,100.0,1.0351201478743068,1.21996303142329,2.255083179297597,6.728280961182994,8.022181146025877,11.645101663585953,16.34011090573013,19.51940850277264,19.55637707948244,15.859519408502774,0.07393715341959335,100.0,0.0,0.0,0.0,0.34305317324185247,0.6861063464837049,2.4013722126929675,6.518010291595197,15.95197255574614,25.214408233276156,48.88507718696398,0.0,100.0
2020_10_08,1693,3826,5519,7865,6411,5831,4570,2850,1735,1300,35,36116,20,66,86,125,82,77,56,25,14,13,4,482,211,43.77593360995851,215,44.6058091286307,52,10.78838174273859,29,32,61,184,218,316,445,533,534,433,3,2727,0,0,0,2,4,14,38,93,148,295,0,594,1.7129356172474897,0.836382645060115,1.1052726943286828,2.339478703115067,3.400405552955857,5.419310581375408,9.737417943107221,18.70175438596491,30.778097982708935,33.307692307692314,8.571428571428571,7.550670063129915,0.0,0.0,0.0,0.02542911633820725,0.06239276243955701,0.24009603841536614,0.8315098468271335,3.263157894736842,8.530259365994237,22.692307692307693,0.0,1.6447004097906746,4.687673053494296,10.593642706833537,15.281315760327832,21.777051722228375,17.751135230922582,16.145198803854246,12.653671502934987,7.891239339904751,4.803965001661314,3.599512681360062,0.09690995680584782,100.0,1.0634396773010635,1.1734506784011733,2.236890355702237,6.747341400806747,7.9941327466079946,11.587825449211588,16.31829849651632,19.545287862119544,19.58195819581958,15.878254492115879,0.11001100110011001,100.0,0.0,0.0,0.0,0.3367003367003367,0.6734006734006734,2.356902356902357,6.397306397306397,15.656565656565656,24.915824915824917,49.66329966329966,0.0,100.0
2020_10_09,1709,3885,5594,7956,6495,5882,4618,2879,1749,1318,35,36526,16,59,75,91,84,51,48,29,14,18,0,410,166,40.48780487804878,183,44.63414634146341,61,14.878048780487806,29,35,64,186,218,319,445,535,536,437,1,2741,0,0,0,2,4,14,38,93,149,297,0,597,1.6968987712112347,0.9009009009009009,1.144082946013586,2.3378582202111615,3.356428021555043,5.423325399523971,9.63620614984842,18.582841264327893,30.646083476272157,33.15629742033384,2.857142857142857,7.504243552537917,0.0,0.0,0.0,0.025138260432378077,0.061585835257890686,0.23801428085685142,0.822867042009528,3.2302882945467175,8.51915380217267,22.534142640364188,0.0,1.6344521710562339,4.678858895033675,10.636259103104639,15.315117998138312,21.78174451075946,17.781854021792697,16.103597437441824,12.643048787165307,7.882056617204183,4.788369928270273,3.6083885451459237,0.09582215408202377,100.0,1.0580080262677856,1.2769062385990515,2.334914264866837,6.785844582269244,7.953301714702663,11.63808828894564,16.234950747902225,19.518423932871215,19.554906968259758,15.94308646479387,0.036483035388544326,100.0,0.0,0.0,0.0,0.33500837520938026,0.6700167504187605,2.3450586264656614,6.365159128978225,15.577889447236181,24.958123953098827,49.74874371859296,0.0,100.0
2020_10_12,1765,4024,5789,8149,6662,5987,4728,2954,1806,1358,34,37467,56,139,195,193,167,105,110,75,57,40,-1,941,388,41.2327311370882,382,40.59511158342189,172,18.278427205100957,31,35,66,191,219,324,452,547,550,453,2,2804,0,0,0,2,4,14,38,93,150,298,0,599,1.7563739376770537,0.8697813121272366,1.140093280359302,2.3438458706589764,3.2873011107775443,5.411725405044263,9.560067681895093,18.51726472579553,30.454042081949055,33.35787923416789,5.88235294117647,7.483919182213682,0.0,0.0,0.0,0.024542888697999754,0.06004202942059442,0.23383998663771507,0.8037225042301184,3.148273527420447,8.305647840531561,21.944035346097202,0.0,1.598740224731097,4.710812181386286,10.74011797048069,15.450930151866975,21.749806496383485,17.78098059625804,15.97939520111031,12.619104812234767,7.88427149224651,4.82024181279526,3.624522913497211,0.09074652360744122,100.0,1.1055634807417973,1.2482168330955778,2.353780313837375,6.81169757489301,7.8102710413694725,11.554921540656206,16.119828815977176,19.507845934379457,19.614835948644792,16.15549215406562,0.07132667617689016,100.0,0.0,0.0,0.0,0.333889816360601,0.667779632721202,2.337228714524207,6.343906510851419,15.525876460767947,25.041736227045075,49.749582637729546,0.0,100.0
2020_10_13,1783,4058,5841,8208,6723,6033,4775,2978,1819,1371,32,37780,18,34,52,59,61,46,47,24,13,13,-2,313,111,35.46325878594249,154,49.201277955271564,50,15.97444089456869,31,36,67,192,222,326,453,549,550,456,2,2817,0,0,0,2,4,14,38,93,151,303,0,605,1.7386427369601793,0.8871365204534253,1.1470638589282658,2.3391812865497075,3.302097278000892,5.403613459307143,9.486910994764399,18.435191403626593,30.236393622869706,33.260393873085334,6.25,7.456326098464797,0.0,0.0,0.0,0.024366471734892786,0.059497248252268334,0.23205701972484669,0.7958115183246073,3.1229012760241774,8.301264431006047,22.100656455142232,0.0,1.6013763896241398,4.719428268925357,10.741132874536792,15.460561143462149,21.725780836421386,17.795129698253042,15.96876654314452,12.638962413975648,7.882477501323452,4.814716781365802,3.6289041821069348,0.08470089994706194,100.0,1.1004614838480653,1.2779552715654952,2.3784167554135607,6.815761448349308,7.880724174653887,11.57259495917643,16.08093716719915,19.488817891373802,19.52431664891729,16.187433439829604,0.07099751508697195,100.0,0.0,0.0,0.0,0.3305785123966942,0.6611570247933884,2.3140495867768593,6.2809917355371905,15.37190082644628,24.958677685950413,50.082644628099175,0.0,100.0
2020_10_14,1798,4105,5903,8289,6772,6104,4823,3019,1830,1387,33,38160,15,47,62,81,49,71,48,41,11,16,1,380,143,37.63157894736842,168,44.21052631578947,68,17.894736842105264,32,36,68,197,223,330,458,557,553,461,1,2848,0,0,0,2,4,14,38,93,151,306,0,608,1.7797552836484982,0.8769792935444579,1.1519566322209047,2.3766437447219206,3.2929710572947433,5.406290956749673,9.496164213145345,18.449817820470354,30.218579234972676,33.23720259552992,3.0303030303030303,7.463312368972747,0.0,0.0,0.0,0.024128362890577872,0.05906674542232723,0.22935779816513763,0.7878913539290898,3.0804902285525007,8.251366120218579,22.0620043258832,0.0,1.5932914046121591,4.711740041928721,10.75733752620545,15.469077568134171,21.721698113207548,17.746331236897273,15.9958071278826,12.63888888888889,7.911425576519916,4.79559748427673,3.6346960167714886,0.08647798742138364,100.0,1.1235955056179776,1.2640449438202248,2.3876404494382024,6.917134831460674,7.830056179775281,11.587078651685394,16.081460674157302,19.55758426966292,19.417134831460675,16.18679775280899,0.0351123595505618,100.0,0.0,0.0,0.0,0.32894736842105265,0.6578947368421053,2.3026315789473686,6.25,15.296052631578947,24.835526315789473,50.328947368421055,0.0,100.0
2020_10_15,1815,4145,5960,8368,6837,6165,4869,3052,1845,1396,33,38525,17,40,57,79,65,61,46,33,15,9,0,365,136,37.26027397260274,172,47.12328767123287,57,15.616438356164384,33,36,69,196,225,334,461,558,556,468,1,2868,0,0,0,2,4,14,38,94,151,308,0,611,1.8181818181818181,0.8685162846803377,1.157718120805369,2.3422562141491396,3.290917068889864,5.417680454176804,9.46806325734237,18.283093053735257,30.13550135501355,33.5243553008596,3.0303030303030303,7.444516547696301,0.0,0.0,0.0,0.02390057361376673,0.0585051923358198,0.22708840227088403,0.7804477305401519,3.079947575360419,8.184281842818427,22.063037249283667,0.0,1.5859831278390655,4.711226476314081,10.759247242050616,15.470473718364698,21.72096041531473,17.746917585983127,16.00259571706684,12.63854639844257,7.922128487994809,4.7890979883192735,3.6236210253082413,0.08565866320571058,100.0,1.1506276150627615,1.2552301255230125,2.405857740585774,6.834030683403069,7.845188284518828,11.645746164574616,16.073919107391912,19.456066945606693,19.386331938633194,16.317991631799163,0.03486750348675035,100.0,0.0,0.0,0.0,0.32733224222585927,0.6546644844517185,2.2913256955810146,6.219312602291326,15.384615384615385,24.713584288052374,50.40916530278233,0.0,100.0
2020_10_16,1834,4189,6023,8482,6915,6223,4910,3083,1862,1403,34,38935,19,44,63,114,78,58,41,31,17,7,1,410,177,43.170731707317074,177,43.170731707317074,55,13.414634146341463,33,37,70,197,228,335,463,561,561,470,1,2886,0,0,0,2,4,13,39,96,151,312,0,617,1.7993456924754636,0.883265695870136,1.1622115224970946,2.3225654326809715,3.297180043383948,5.3832556644705125,9.429735234215887,18.196561790463832,30.128893662728252,33.49964362081255,2.941176470588235,7.412353923205342,0.0,0.0,0.0,0.02357934449422306,0.057845263919016635,0.20890245862124376,0.7942973523421588,3.1138501459617256,8.109559613319012,22.238061297220245,0.0,1.5846924361114678,4.710414793887248,10.758957236419674,15.469372030306921,21.785026325927827,17.7603698471812,15.983048670861693,12.610761525619623,7.918325414151791,4.782329523564916,3.603441633491717,0.08732502889431103,100.0,1.1434511434511434,1.2820512820512822,2.4255024255024256,6.826056826056826,7.9002079002079,11.607761607761608,16.042966042966043,19.43866943866944,19.43866943866944,16.285516285516284,0.03465003465003465,100.0,0.0,0.0,0.0,0.3241491085899514,0.6482982171799028,2.106969205834684,6.3209076175040515,15.559157212317666,24.473257698541328,50.56726094003241,0.0,100.0
2020_10_19,1882,4285,6167,8669,7085,6349,5019,3149,1889,1433,34,39794,48,96,144,187,170,126,109,66,27,30,0,859,331,38.53317811408615,405,47.147846332945285,123,14.318975552968569,33,38,71,205,234,341,474,571,570,480,1,2947,0,0,0,2,4,14,39,97,151,321,0,628,1.7534537725823591,0.8868144690781797,1.1512891195070536,2.364747952474334,3.302752293577982,5.370924555048039,9.444112372982666,18.132740552556367,30.174695606140816,33.49616189811584,2.941176470588235,7.405639041061467,0.0,0.0,0.0,0.023070711731456917,0.056457304163726185,0.2205071664829107,0.7770472205618649,3.0803429660209587,7.99364743250397,22.400558269364968,0.0,1.5781273558827964,4.729356184349399,10.767954968085641,15.49731115243504,21.784691159471276,17.804191586671358,15.954666532643111,12.612454138814897,7.913253254259436,4.7469467758958634,3.60104538372619,0.08544001608282656,100.0,1.1197828299966066,1.2894468951476077,2.4092297251442143,6.956226671191041,7.940278249066847,11.57108924329827,16.084153376314898,19.375636240244315,19.341703427214117,16.287750254496096,0.0339328130302002,100.0,0.0,0.0,0.0,0.3184713375796178,0.6369426751592356,2.229299363057325,6.210191082802548,15.445859872611464,24.044585987261147,51.11464968152866,0.0,100.0
2020_10_20,1894,4336,6230,8737,7143,6396,5060,3192,1906,1439,33,40136,12,51,63,68,58,47,41,43,17,6,-1,342,131,38.30409356725146,146,42.69005847953216,66,19.29824561403509,33,39,72,206,235,342,479,572,575,482,1,2964,0,0,0,2,4,14,40,98,151,324,0,633,1.7423442449841606,0.8994464944649446,1.1556982343499198,2.3577887146617833,3.2899342013159734,5.347091932457786,9.466403162055336,17.919799498746865,30.167890870933896,33.4954829742877,3.0303030303030303,7.3848913693442295,0.0,0.0,0.0,0.022891152569531874,0.055998880022399555,0.2188868042526579,0.7905138339920948,3.070175438596491,7.9223504721930755,22.515635858234887,0.0,1.5771377317121786,4.718955551126171,10.80326888578832,15.52222443691449,21.768487143711383,17.796990233207097,15.9358182180586,12.607135738489138,7.952959936216863,4.748853896751046,3.585309946182978,0.08222045046840741,100.0,1.1133603238866396,1.3157894736842106,2.42914979757085,6.950067476383266,7.9284750337381915,11.538461538461538,16.16059379217274,19.29824561403509,19.399460188933872,16.261808367071524,0.033738191632928474,100.0,0.0,0.0,0.0,0.315955766192733,0.631911532385466,2.211690363349131,6.3191153238546605,15.481832543443918,23.85466034755134,51.18483412322275,0.0,100.0
2020_10_21,1909,4370,6279,8798,7199,6443,5102,3212,1924,1450,36,40443,15,34,49,61,56,47,42,20,18,11,3,307,110,35.83061889250814,145,47.23127035830619,49,15.960912052117264,33,39,72,209,236,344,486,577,578,485,2,2989,0,0,0,1,4,14,40,99,153,324,0,635,1.7286537454164486,0.8924485125858124,1.1466794075489728,2.3755398954307796,3.2782330879288795,5.339127735526929,9.525676205409644,17.963885429638854,30.04158004158004,33.44827586206897,5.555555555555555,7.390648567119156,0.0,0.0,0.0,0.011366219595362582,0.055563272676760665,0.21729008225981686,0.7840062720501764,3.0821917808219177,7.952182952182953,22.344827586206897,0.0,1.5701110204485325,4.720223524466533,10.805330959622184,15.525554484088717,21.754073634497935,17.800361001903916,15.931063472047079,12.615285710753406,7.942041886111317,4.757312761170041,3.5852928813391687,0.08901416808842073,100.0,1.1040481766477082,1.3047842087654733,2.4088323854131817,6.992305118768819,7.895617263298762,11.508865841418535,16.259618601538975,19.304115088658413,19.337571094011373,16.226162596186015,0.06691201070592172,100.0,0.0,0.0,0.0,0.15748031496062992,0.6299212598425197,2.204724409448819,6.299212598425197,15.590551181102363,24.094488188976378,51.023622047244096,0.0,100.0
2020_10_22,1938,4412,6350,8882,7268,6494,5147,3239,1927,1466,37,40810,29,42,71,84,69,51,45,27,3,16,1,367,155,42.23433242506812,165,44.9591280653951,46,12.534059945504087,33,39,72,208,239,347,488,579,579,491,2,3005,0,0,0,1,5,14,42,100,155,329,0,646,1.7027863777089782,0.8839528558476882,1.1338582677165354,2.341814906552578,3.288387451843698,5.343393902063443,9.481251214299592,17.87588761963569,30.046704722366375,33.4924965893588,5.405405405405405,7.363391325655478,0.0,0.0,0.0,0.01125872551227201,0.06879471656576776,0.21558361564521095,0.8160093258208665,3.0873726458783572,8.043591074208614,22.442019099590723,0.0,1.582945356530262,4.748836069590786,10.811075716736093,15.55991178632688,21.76427346238667,17.809360450869885,15.912766478804215,12.61210487625582,7.936780200931144,4.721881891693212,3.5922567998039696,0.09066405292820387,100.0,1.098169717138103,1.29783693843594,2.3960066555740434,6.921797004991681,7.953410981697171,11.547420965058237,16.239600665557404,19.267886855241265,19.267886855241265,16.339434276206322,0.06655574043261231,100.0,0.0,0.0,0.0,0.15479876160990713,0.7739938080495357,2.1671826625387,6.501547987616099,15.479876160990711,23.993808049535605,50.92879256965944,0.0,100.0
2020_10_23,1969,4480,6449,8989,7364,6586,5226,3267,1949,1478,40,41348,31,68,99,107,96,92,79,28,22,12,3,538,206,38.28996282527881,267,49.62825278810409,62,11.524163568773234,33,40,73,209,243,349,492,585,585,497,1,3034,0,0,0,1,5,14,42,101,156,330,0,649,1.675977653631285,0.8928571428571428,1.1319584431694836,2.3250639670708644,3.2998370450841934,5.299119344063164,9.414466130884042,17.90633608815427,30.015392508978962,33.62652232746955,2.5,7.337718873947955,0.0,0.0,0.0,0.01112470797641562,0.06789788158609451,0.21257212268448225,0.8036739380022963,3.0915212733394553,8.004104669061057,22.32746955345061,0.0,1.5696043339460193,4.762019928412498,10.834865047886234,15.596884976298732,21.73986649898423,17.809809422462997,15.928219019057753,12.639063558092289,7.901228596304537,4.713649995163006,3.574538067137467,0.09673986649898424,100.0,1.087673038892551,1.3183915622940012,2.4060646011865523,6.8885959129861565,8.009228740936058,11.502966381015161,16.216216216216218,19.28147659854977,19.28147659854977,16.381015161502965,0.03295978905735003,100.0,0.0,0.0,0.0,0.15408320493066255,0.7704160246533128,2.157164869029276,6.471494607087828,15.562403697996919,24.03697996918336,50.847457627118644,0.0,100.0
2020_10_26,2046,4624,6670,9223,7563,6741,5357,3333,2000,1507,42,42436,77,144,221,234,199,155,131,66,51,29,2,1088,455,41.81985294117647,485,44.57720588235294,146,13.419117647058824,35,43,78,213,248,355,494,590,598,514,1,3091,0,0,0,1,5,14,42,103,158,332,0,655,1.7106549364613879,0.9299307958477508,1.1694152923538232,2.3094437818497235,3.2791220415179163,5.266280967215547,9.221579242113123,17.7017701770177,29.9,34.10749834107498,2.380952380952381,7.283909887831087,0.0,0.0,0.0,0.010842459069717012,0.06611133148221605,0.20768431983385255,0.7840209072241927,3.0903090309030903,7.9,22.030524220305242,0.0,1.5435008012065228,4.821378075219154,10.8964087095862,15.717786784805353,21.73390517485154,17.82213215194646,15.885097558676595,12.623715713073805,7.8541804128570085,4.712979545668772,3.5512300876614193,0.0989725704590442,100.0,1.132319637657716,1.3911355548366224,2.5234551924943385,6.890973794888386,8.023293432546101,11.484956324813975,15.981882885797477,19.087673891944355,19.346489809123263,16.628922678744743,0.03235198964736331,100.0,0.0,0.0,0.0,0.15267175572519084,0.7633587786259542,2.1374045801526718,6.412213740458015,15.725190839694656,24.12213740458015,50.68702290076336,0.0,100.0
2020_10_27,2067,4665,6732,9288,7622,6812,5417,3368,2013,1515,41,42808,21,41,62,65,59,71,60,35,13,8,-1,372,127,34.13978494623656,190,51.075268817204304,56,15.053763440860216,36,43,79,215,250,355,500,591,601,519,1,3111,0,0,0,1,5,14,43,109,159,333,0,664,1.741654571843251,0.9217577706323686,1.1734997029114675,2.314814814814815,3.2799790081343483,5.211391661773341,9.230201218386561,17.54750593824228,29.85593641331346,34.25742574257426,2.4390243902439024,7.267333208746028,0.0,0.0,0.0,0.010766580534022395,0.06559958016268697,0.2055196711685261,0.7937973047812442,3.236342042755344,7.898658718330849,21.980198019801982,0.0,1.5511119416931416,4.8285367221080175,10.897495795178472,15.72603251728649,21.696879088020932,17.805083162025788,15.912913474116987,12.654176789385161,7.867688282564007,4.70239207624743,3.5390581199775744,0.09577649037563073,100.0,1.1571841851494695,1.3821922211507554,2.539376406300225,6.910961105753777,8.036001285760205,11.411121825779492,16.07200257152041,18.997107039537127,19.318547090967535,16.682738669238187,0.032144005143040826,100.0,0.0,0.0,0.0,0.15060240963855423,0.7530120481927711,2.108433734939759,6.475903614457831,16.41566265060241,23.94578313253012,50.15060240963855,0.0,100.0
